experience_id,name,source_column,mention_count
Experience_0,体量,appearance_overall_positive,1
Experience_1,形面,appearance_overall_positive,1
Experience_2,个性,appearance_overall_positive,2
Experience_3,辨识度,appearance_overall_positive,2
Experience_4,原创性,appearance_overall_positive,2
Experience_6,车身高度,appearance_overall_positive,1
Experience_7,臃肿感,appearance_overall_positive,1
Experience_8,前脸,appearance_overall_positive,1
Experience_9,定位,appearance_overall_positive,1
Experience_10,科技感,appearance_overall_positive,1
Experience_16,性价比,appearance_overall_positive,1
Experience_20,座椅放倒,appearance_overall_positive,1
Experience_21,气垫床,appearance_overall_positive,1
Experience_22,活动天幕,appearance_overall_positive,1
Experience_23,尾门储物盒,appearance_overall_positive,1
Experience_24,改装性,appearance_overall_positive,1
Experience_26,固定扰流板,appearance_overall_positive,1
Experience_27,悬浮式车顶,appearance_overall_positive,1
Experience_28,尾门小桌板,appearance_overall_positive,1
Experience_29,涉水深度,appearance_overall_positive,1
Experience_39,时尚,appearance_overall_positive,1
Experience_40,视觉冲击力,appearance_overall_positive,1
Experience_45,线条流畅,appearance_overall_positive,1
Experience_46,高头大马,appearance_overall_positive,1
Experience_56,年轻化,appearance_overall_positive,1
Experience_71,硬朗,appearance_overall_positive,1
Experience_72,大众审美,appearance_overall_positive,1
Experience_78,掀背门,appearance_overall_positive,1
Experience_79,卡钳罩,appearance_overall_positive,1
Experience_81,风格统一,appearance_overall_positive,1
Experience_83,城市越野风,appearance_overall_positive,1
Experience_86,线性,appearance_overall_positive,1
Experience_88,匀称,appearance_overall_positive,1
Experience_89,爆满,appearance_overall_positive,1
Experience_90,尺寸紧凑,appearance_overall_positive,1
Experience_94,面包车感,appearance_overall_positive,1
Experience_99,厚重,appearance_overall_positive,1
Experience_100,中规中矩,appearance_overall_positive,1
Experience_101,外造型,appearance_overall_positive,1
Experience_102,线条,appearance_overall_positive,3
Experience_103,外形,appearance_overall_positive,1
Experience_104,车体格,appearance_overall_positive,1
Experience_105,整体比例,appearance_overall_positive,1
Experience_106,时尚感,appearance_overall_positive,1
Experience_107,SUV造型,appearance_overall_positive,1
Experience_108,发罩分缝形式,appearance_overall_positive,1
Experience_109,车身形态,appearance_overall_positive,1
Experience_0,灯具边界,appearance_overall_negative,1
Experience_2,喜好,appearance_overall_negative,2
Experience_3,车尾造型,appearance_overall_negative,1
Experience_4,沉稳感,appearance_overall_negative,1
Experience_5,后尾部,appearance_overall_negative,1
Experience_6,圆润感,appearance_overall_negative,1
Experience_7,亲和感,appearance_overall_negative,1
Experience_8,6坐空间,appearance_overall_negative,1
Experience_9,仪表,appearance_overall_negative,1
Experience_10,细节部分,appearance_overall_negative,1
Experience_11,感官品质,appearance_overall_negative,1
Experience_12,外造型微细节,appearance_overall_negative,1
Experience_13,惊艳感,appearance_overall_negative,1
Experience_16,开门关门声音,appearance_overall_negative,1
Experience_17,车身外钣金件接缝,appearance_overall_negative,1
Experience_18,工艺管控,appearance_overall_negative,1
Experience_19,侧面设计,appearance_overall_negative,1
Experience_20,前备箱缝隙,appearance_overall_negative,1
Experience_21,MPV设计,appearance_overall_negative,1
Experience_22,车顶摄像头,appearance_overall_negative,1
Experience_23,前脸造型,appearance_overall_negative,1
Experience_24,侧面造型,appearance_overall_negative,1
Experience_25,鲨鱼鳍,appearance_overall_negative,1
Experience_26,后背设计,appearance_overall_negative,1
Experience_27,尺寸,appearance_overall_negative,1
Experience_28,造型接受度,appearance_overall_negative,1
Experience_29,车头,appearance_overall_negative,1
Experience_30,车型,appearance_overall_negative,1
Experience_31,颜色,appearance_overall_negative,1
Experience_32,配置,appearance_overall_negative,1
Experience_33,车高,appearance_overall_negative,1
Experience_34,车宽,appearance_overall_negative,1
Experience_35,设计,appearance_overall_negative,1
Experience_36,尾部设计,appearance_overall_negative,1
Experience_37,前脸设计,appearance_overall_negative,1
Experience_38,尾部,appearance_overall_negative,1
Experience_39,轮辋造型,appearance_overall_negative,1
Experience_40,前后脸造型,appearance_overall_negative,1
Experience_42,轮毂,appearance_overall_negative,1
Experience_43,A柱,appearance_overall_negative,1
Experience_45,后四窗,appearance_overall_negative,1
Experience_46,车身造型,appearance_overall_negative,1
Experience_47,力量感,appearance_overall_negative,1
Experience_48,亮饰条,appearance_overall_negative,1
Experience_49,高端感,appearance_overall_negative,1
Experience_50,车身臃肿,appearance_overall_negative,1
Experience_51,发动机盖分缝设计,appearance_overall_negative,1
Experience_52,大众化,appearance_overall_negative,1
Experience_53,特征,appearance_overall_negative,1
Experience_54,新潮,appearance_overall_negative,1
Experience_55,前脸灯造型,appearance_overall_negative,1
Experience_56,保险杠造型,appearance_overall_negative,1
Experience_57,眼前一亮,appearance_overall_negative,1
Experience_58,细节制造工艺,appearance_overall_negative,1
Experience_59,造型,appearance_overall_negative,1
Experience_60,新意,appearance_overall_negative,1
Experience_61,M9,appearance_overall_negative,1
Experience_62,M8,appearance_overall_negative,1
Experience_0,H型特征,appearance_front_side_positive,1
Experience_1,贯穿灯设计,appearance_front_side_positive,1
Experience_2,主动进气格栅,appearance_front_side_positive,1
Experience_3,侧围水切,appearance_front_side_positive,1
Experience_4,腰线,appearance_front_side_positive,1
Experience_5,俯冲感,appearance_front_side_positive,1
Experience_6,C柱设计,appearance_front_side_positive,1
Experience_7,摄像头,appearance_front_side_positive,1
Experience_8,车标,appearance_front_side_positive,1
Experience_9,贯穿式前大灯,appearance_front_side_positive,1
Experience_10,前脸运动姿态感,appearance_front_side_positive,1
Experience_11,前灯设计,appearance_front_side_positive,1
Experience_12,星环大灯,appearance_front_side_positive,1
Experience_13,鲨鱼前脸,appearance_front_side_positive,1
Experience_14,侧面运动感,appearance_front_side_positive,1
Experience_15,小灯,appearance_front_side_positive,1
Experience_16,灯,appearance_front_side_positive,1
Experience_17,星河璀璨,appearance_front_side_positive,1
Experience_18,车灯,appearance_front_side_positive,1
Experience_20,侧围,appearance_front_side_positive,2
Experience_21,星环灯,appearance_front_side_positive,1
Experience_22,发罩,appearance_front_side_positive,1
Experience_23,大发罩,appearance_front_side_positive,1
Experience_25,车身比例,appearance_front_side_positive,1
Experience_26,姿态,appearance_front_side_positive,1
Experience_27,主动闭合式进气格栅,appearance_front_side_positive,1
Experience_28,灯具,appearance_front_side_positive,1
Experience_29,小鹏系设计语言,appearance_front_side_positive,1
Experience_30,外观感知品质,appearance_front_side_positive,1
Experience_31,大灯设计,appearance_front_side_positive,1
Experience_32,车头高度,appearance_front_side_positive,1
Experience_34,侧面轮廓,appearance_front_side_positive,1
Experience_35,前脸格栅,appearance_front_side_positive,1
Experience_36,悬浮式侧位,appearance_front_side_positive,1
Experience_37,前脸气坝,appearance_front_side_positive,1
Experience_39,审美观,appearance_front_side_positive,1
Experience_40,越野运动感,appearance_front_side_positive,1
Experience_41,东方人审美,appearance_front_side_positive,1
Experience_42,饱满度,appearance_front_side_positive,1
Experience_43,高度,appearance_front_side_positive,1
Experience_44,家族化设计语言,appearance_front_side_positive,1
Experience_0,型面风格,appearance_front_side_negative,1
Experience_1,价值,appearance_front_side_negative,1
Experience_3,记忆点,appearance_front_side_negative,1
Experience_7,缝隙间隙,appearance_front_side_negative,1
Experience_8,享界S9,appearance_front_side_negative,1
Experience_9,差异化,appearance_front_side_negative,1
Experience_10,风格,appearance_front_side_negative,1
Experience_12,接缝处缝隙,appearance_front_side_negative,1
Experience_14,保险杠,appearance_front_side_negative,1
Experience_15,翼子板,appearance_front_side_negative,1
Experience_16,四门焊点,appearance_front_side_negative,1
Experience_17,抽屉式把手,appearance_front_side_negative,1
Experience_19,车灯闭环,appearance_front_side_negative,1
Experience_20,门把手,appearance_front_side_negative,1
Experience_21,贯穿式前灯,appearance_front_side_negative,1
Experience_22,外视镜,appearance_front_side_negative,1
Experience_23,前后组合大灯,appearance_front_side_negative,1
Experience_24,前格栅,appearance_front_side_negative,1
Experience_25,车身侧面线条,appearance_front_side_negative,1
Experience_0,银色车漆,appearance_paint_color_positive,1
Experience_2,多种色彩选择,appearance_paint_color_positive,1
Experience_3,高级漆面,appearance_paint_color_positive,1
Experience_4,色彩协调性,appearance_paint_color_positive,1
Experience_5,淡雅,appearance_paint_color_positive,1
Experience_7,大胆车漆颜色,appearance_paint_color_positive,1
Experience_8,正统外观颜色,appearance_paint_color_positive,1
Experience_9,保守外观颜色,appearance_paint_color_positive,1
Experience_10,细腻漆面,appearance_paint_color_positive,1
Experience_11,饱和漆面,appearance_paint_color_positive,1
Experience_12,均匀漆面,appearance_paint_color_positive,1
Experience_13,中性颜色,appearance_paint_color_positive,1
Experience_14,不张扬颜色,appearance_paint_color_positive,1
Experience_15,讨喜漆面颜色,appearance_paint_color_positive,1
Experience_16,好看漆面颜色,appearance_paint_color_positive,1
Experience_17,饱满漆面,appearance_paint_color_positive,1
Experience_18,高光泽度漆面,appearance_paint_color_positive,1
Experience_19,硬质漆膜,appearance_paint_color_positive,1
Experience_22,低调,appearance_paint_color_positive,1
Experience_23,豪华,appearance_paint_color_positive,1
Experience_24,闪亮车漆,appearance_paint_color_positive,1
Experience_25,高质感车漆,appearance_paint_color_positive,1
Experience_26,不廉价车漆,appearance_paint_color_positive,1
Experience_27,触感,appearance_paint_color_positive,1
Experience_28,漆面品质,appearance_paint_color_positive,1
Experience_29,黑色外漆,appearance_paint_color_positive,1
Experience_34,漆面色泽,appearance_paint_color_positive,1
Experience_35,橘皮,appearance_paint_color_positive,1
Experience_36,幻影紫,appearance_paint_color_positive,1
Experience_37,内饰,appearance_paint_color_positive,1
Experience_38,车漆,appearance_paint_color_positive,1
Experience_39,黑色,appearance_paint_color_positive,1
Experience_41,色差区域,appearance_paint_color_positive,1
Experience_42,车漆质量,appearance_paint_color_positive,1
Experience_43,经济型价位段,appearance_paint_color_positive,1
Experience_44,绿色车身,appearance_paint_color_positive,1
Experience_45,越野感,appearance_paint_color_positive,1
Experience_46,质感,appearance_paint_color_positive,1
Experience_47,漆面亮度,appearance_paint_color_positive,1
Experience_48,金属漆质感,appearance_paint_color_positive,1
Experience_49,贵价感,appearance_paint_color_positive,1
Experience_0,店端展示,appearance_paint_color_negative,1
Experience_1,个性色,appearance_paint_color_negative,1
Experience_2,劣势,appearance_paint_color_negative,1
Experience_3,漆面质感,appearance_paint_color_negative,1
Experience_4,手感,appearance_paint_color_negative,1
Experience_5,车漆颜色,appearance_paint_color_negative,1
Experience_6,品质感,appearance_paint_color_negative,1
Experience_7,第一视觉感触,appearance_paint_color_negative,1
Experience_8,黑白银灰颜色,appearance_paint_color_negative,1
Experience_9,颜色单调性,appearance_paint_color_negative,1
Experience_10,价格感知,appearance_paint_color_negative,1
Experience_11,漆面质量,appearance_paint_color_negative,1
Experience_12,不足,appearance_paint_color_negative,1
Experience_14,色,appearance_paint_color_negative,1
Experience_1,轻薄,interior_design_layout_positive,1
Experience_3,储物区域,interior_design_layout_positive,1
Experience_4,控制区域,interior_design_layout_positive,1
Experience_5,分布科学,interior_design_layout_positive,1
Experience_7,装饰,interior_design_layout_positive,1
Experience_8,包袱面积,interior_design_layout_positive,1
Experience_9,整体感,interior_design_layout_positive,1
Experience_10,环抱式,interior_design_layout_positive,1
Experience_11,类翅膀造型,interior_design_layout_positive,1
Experience_12,中控,interior_design_layout_positive,1
Experience_13,方向盘,interior_design_layout_positive,1
Experience_14,6座布局,interior_design_layout_positive,1
Experience_15,豪华配色,interior_design_layout_positive,1
Experience_16,空间,interior_design_layout_positive,1
Experience_17,内饰简洁,interior_design_layout_positive,1
Experience_18,软包,interior_design_layout_positive,1
Experience_19,搪塑软化处理,interior_design_layout_positive,1
Experience_20,塑料有型,interior_design_layout_positive,1
Experience_21,皮质柔软感,interior_design_layout_positive,1
Experience_22,整体氛围统一,interior_design_layout_positive,1
Experience_23,仪表台简约大方,interior_design_layout_positive,1
Experience_24,磁吸储物,interior_design_layout_positive,1
Experience_25,新能源风格,interior_design_layout_positive,1
Experience_26,氛围感营造,interior_design_layout_positive,1
Experience_27,整体性,interior_design_layout_positive,1
Experience_28,氛围灯,interior_design_layout_positive,3
Experience_29,内饰材料,interior_design_layout_positive,1
Experience_30,内饰颜色,interior_design_layout_positive,1
Experience_31,温馨感,interior_design_layout_positive,2
Experience_32,舒适感,interior_design_layout_positive,1
Experience_33,空间布局,interior_design_layout_positive,1
Experience_35,尊贵感,interior_design_layout_positive,1
Experience_36,后备箱软包,interior_design_layout_positive,1
Experience_37,IP贯穿屏,interior_design_layout_positive,1
Experience_38,体验,interior_design_layout_positive,1
Experience_39,真皮座椅,interior_design_layout_positive,1
Experience_40,座椅加热,interior_design_layout_positive,1
Experience_41,电动调节,interior_design_layout_positive,1
Experience_42,座椅通风,interior_design_layout_positive,1
Experience_43,十点按摩,interior_design_layout_positive,1
Experience_44,电动遮阳帘,interior_design_layout_positive,1
Experience_45,紫外线隔绝,interior_design_layout_positive,1
Experience_46,压缩机大冰箱,interior_design_layout_positive,1
Experience_47,全功能方向盘,interior_design_layout_positive,1
Experience_48,新势力简洁,interior_design_layout_positive,1
Experience_50,低廉感,interior_design_layout_positive,1
Experience_51,内饰风格,interior_design_layout_positive,1
Experience_52,操控,interior_design_layout_positive,1
Experience_53,低调感,interior_design_layout_positive,1
Experience_54,浅色设计,interior_design_layout_positive,1
Experience_55,车内明亮度,interior_design_layout_positive,1
Experience_56,家用适配性,interior_design_layout_positive,1
Experience_57,内饰质感,interior_design_layout_positive,1
Experience_58,第三排座椅舒适性,interior_design_layout_positive,1
Experience_59,车窗遮阳帘,interior_design_layout_positive,1
Experience_60,内饰设计风格,interior_design_layout_positive,1
Experience_61,中控台布局,interior_design_layout_positive,1
Experience_62,中控显示屏,interior_design_layout_positive,1
Experience_63,车辆控制功能,interior_design_layout_positive,1
Experience_64,操作直观性,interior_design_layout_positive,1
Experience_65,整体风格统一性,interior_design_layout_positive,1
Experience_66,BOSE音响,interior_design_layout_positive,1
Experience_67,后排座椅加热,interior_design_layout_positive,1
Experience_68,屏幕,interior_design_layout_positive,1
Experience_69,空间大小,interior_design_layout_positive,2
Experience_70,舒适性,interior_design_layout_positive,1
Experience_71,内饰布置和谐,interior_design_layout_positive,1
Experience_72,温馨,interior_design_layout_positive,1
Experience_73,座椅柔软亲肤,interior_design_layout_positive,1
Experience_74,空间感较好,interior_design_layout_positive,1
Experience_76,普通,interior_design_layout_positive,1
Experience_77,主流设计一致,interior_design_layout_positive,1
Experience_78,大屏,interior_design_layout_positive,1
Experience_79,天幕屏,interior_design_layout_positive,1
Experience_80,空间宽敞,interior_design_layout_positive,1
Experience_81,不压抑,interior_design_layout_positive,1
Experience_82,储物空间,interior_design_layout_positive,1
Experience_83,设计风格,interior_design_layout_positive,1
Experience_84,座位选择,interior_design_layout_positive,1
Experience_0,价值感,interior_design_layout_negative,1
Experience_2,做工,interior_design_layout_negative,1
Experience_3,简洁性,interior_design_layout_negative,1
Experience_4,置物便利性,interior_design_layout_negative,1
Experience_5,内饰精致度,interior_design_layout_negative,1
Experience_6,开关缝隙,interior_design_layout_negative,1
Experience_8,皮质亲肤感,interior_design_layout_negative,1
Experience_9,仪表台塑料感,interior_design_layout_negative,1
Experience_10,塑料感,interior_design_layout_negative,1
Experience_11,按键数量,interior_design_layout_negative,1
Experience_13,二排过道,interior_design_layout_negative,1
Experience_15,方向盘形状,interior_design_layout_negative,1
Experience_16,座椅,interior_design_layout_negative,2
Experience_17,翻毛皮,interior_design_layout_negative,1
Experience_18,塑料部件,interior_design_layout_negative,1
Experience_19,板块体验,interior_design_layout_negative,1
Experience_23,前排座椅调整,interior_design_layout_negative,1
Experience_24,三排导轨,interior_design_layout_negative,1
Experience_26,用料,interior_design_layout_negative,2
Experience_27,软包区域,interior_design_layout_negative,1
Experience_28,造型风格,interior_design_layout_negative,1
Experience_29,副驾前方储物格,interior_design_layout_negative,1
Experience_30,抽屉,interior_design_layout_negative,1
Experience_31,前排中间空调出风口,interior_design_layout_negative,1
Experience_1,细节处理,interior_material_workmanship_positive,2
Experience_2,简约科技,interior_material_workmanship_positive,1
Experience_4,工艺,interior_material_workmanship_positive,1
Experience_5,30+豪华车型体验,interior_material_workmanship_positive,1
Experience_6,包覆面积,interior_material_workmanship_positive,1
Experience_7,气味,interior_material_workmanship_positive,2
Experience_8,竹炭材质,interior_material_workmanship_positive,1
Experience_9,身体接触部分软包,interior_material_workmanship_positive,1
Experience_11,一键小憩模式,interior_material_workmanship_positive,1
Experience_12,大床模式,interior_material_workmanship_positive,1
Experience_13,IP台仿麂皮,interior_material_workmanship_positive,1
Experience_14,仪表台表面外观材质,interior_material_workmanship_positive,1
Experience_15,氛围灯效果,interior_material_workmanship_positive,1
Experience_16,用料亲肤感,interior_material_workmanship_positive,1
Experience_17,身体接触部位包覆,interior_material_workmanship_positive,1
Experience_18,化妆镜质感,interior_material_workmanship_positive,1
Experience_19,化妆镜功能感,interior_material_workmanship_positive,1
Experience_20,车型定位,interior_material_workmanship_positive,1
Experience_21,用户使用化妆镜体验感,interior_material_workmanship_positive,1
Experience_22,用户感受,interior_material_workmanship_positive,1
Experience_23,座椅舒适性,interior_material_workmanship_positive,1
Experience_26,软质覆盖,interior_material_workmanship_positive,1
Experience_28,皮质舒适性,interior_material_workmanship_positive,1
Experience_29,真皮接触面,interior_material_workmanship_positive,1
Experience_30,用料品质,interior_material_workmanship_positive,1
Experience_31,地毯用料,interior_material_workmanship_positive,1
Experience_32,用料水平,interior_material_workmanship_positive,1
Experience_33,麂皮车顶,interior_material_workmanship_positive,1
Experience_34,整洁性,interior_material_workmanship_positive,1
Experience_35,真皮舒适性,interior_material_workmanship_positive,1
Experience_36,座椅材质柔软性,interior_material_workmanship_positive,1
Experience_37,软包面积,interior_material_workmanship_positive,1
Experience_38,内饰造型,interior_material_workmanship_positive,1
Experience_39,内饰材质,interior_material_workmanship_positive,1
Experience_41,仪表集成,interior_material_workmanship_positive,1
Experience_42,方向盘设计,interior_material_workmanship_positive,1
Experience_43,平台化程度,interior_material_workmanship_positive,1
Experience_44,门饰板配合,interior_material_workmanship_positive,1
Experience_45,仪表板配合,interior_material_workmanship_positive,1
Experience_46,间隙面差,interior_material_workmanship_positive,1
Experience_49,内饰设计,interior_material_workmanship_positive,1
Experience_51,拉手材质,interior_material_workmanship_positive,1
Experience_52,化妆镜,interior_material_workmanship_positive,1
Experience_53,调节功能,interior_material_workmanship_positive,1
Experience_56,门板材质,interior_material_workmanship_positive,1
Experience_57,内饰手感,interior_material_workmanship_positive,1
Experience_58,触摸舒适性,interior_material_workmanship_positive,1
Experience_59,触摸质感,interior_material_workmanship_positive,1
Experience_61,亮饰条设计,interior_material_workmanship_positive,1
Experience_62,软包覆工艺,interior_material_workmanship_positive,1
Experience_64,廉价感,interior_material_workmanship_positive,1
Experience_65,用料质量,interior_material_workmanship_positive,3
Experience_66,同级对比体验,interior_material_workmanship_positive,1
Experience_67,中庸设计,interior_material_workmanship_positive,1
Experience_68,普适性体验,interior_material_workmanship_positive,1
Experience_69,软包覆程度,interior_material_workmanship_positive,1
Experience_70,客户接受度,interior_material_workmanship_positive,1
Experience_71,最低接受标准,interior_material_workmanship_positive,1
Experience_72,车载冰箱操作体验,interior_material_workmanship_positive,1
Experience_73,静音性能,interior_material_workmanship_positive,1
Experience_74,顺滑度,interior_material_workmanship_positive,1
Experience_77,包裹性,interior_material_workmanship_positive,1
Experience_0,喇叭网孔,interior_material_workmanship_negative,1
Experience_2,后排座椅,interior_material_workmanship_negative,1
Experience_3,细节品质,interior_material_workmanship_negative,1
Experience_4,金属制品,interior_material_workmanship_negative,1
Experience_5,中控台,interior_material_workmanship_negative,2
Experience_7,门板开关面板,interior_material_workmanship_negative,1
Experience_8,中控台饰板,interior_material_workmanship_negative,1
Experience_10,毛织材质,interior_material_workmanship_negative,1
Experience_11,内饰接缝面,interior_material_workmanship_negative,1
Experience_12,按摩功能,interior_material_workmanship_negative,1
Experience_13,内饰布局,interior_material_workmanship_negative,1
Experience_15,内饰用料,interior_material_workmanship_negative,1
Experience_16,布料,interior_material_workmanship_negative,1
Experience_17,硬塑料,interior_material_workmanship_negative,2
Experience_18,双连屏设计,interior_material_workmanship_negative,1
Experience_22,按键面板设计,interior_material_workmanship_negative,1
