from_id,to_id,to_name,relationship_type,score,source_column
Respondent_0,Aspect_0,personal_consumption_score,RATES,1.0,personal_consumption_score
Respondent_1,Aspect_0,personal_consumption_score,RATES,3.0,personal_consumption_score
Respondent_2,Aspect_0,personal_consumption_score,RATES,3.0,personal_consumption_score
Respondent_3,Aspect_0,personal_consumption_score,RATES,3.0,personal_consumption_score
Respondent_4,Aspect_0,personal_consumption_score,RATES,2.0,personal_consumption_score
Respondent_5,Aspect_0,personal_consumption_score,RATES,1.0,personal_consumption_score
Respondent_6,Aspect_0,personal_consumption_score,RATES,3.0,personal_consumption_score
Respondent_7,Aspect_0,personal_consumption_score,RATES,3.0,personal_consumption_score
Respondent_8,Aspect_0,personal_consumption_score,RATES,5.0,personal_consumption_score
Respondent_9,Aspect_0,personal_consumption_score,RATES,3.0,personal_consumption_score
Respondent_10,Aspect_0,personal_consumption_score,RATES,3.0,personal_consumption_score
Respondent_11,Aspect_0,personal_consumption_score,RATES,4.0,personal_consumption_score
Respondent_12,Aspect_0,personal_consumption_score,RATES,4.0,personal_consumption_score
Respondent_13,Aspect_0,personal_consumption_score,RATES,3.0,personal_consumption_score
Respondent_14,Aspect_0,personal_consumption_score,RATES,4.0,personal_consumption_score
Respondent_15,Aspect_0,personal_consumption_score,RATES,4.0,personal_consumption_score
Respondent_16,Aspect_0,personal_consumption_score,RATES,2.0,personal_consumption_score
Respondent_17,Aspect_0,personal_consumption_score,RATES,3.0,personal_consumption_score
Respondent_18,Aspect_0,personal_consumption_score,RATES,5.0,personal_consumption_score
Respondent_19,Aspect_0,personal_consumption_score,RATES,3.0,personal_consumption_score
Respondent_20,Aspect_0,personal_consumption_score,RATES,3.0,personal_consumption_score
Respondent_21,Aspect_0,personal_consumption_score,RATES,3.0,personal_consumption_score
Respondent_22,Aspect_0,personal_consumption_score,RATES,4.0,personal_consumption_score
Respondent_23,Aspect_0,personal_consumption_score,RATES,5.0,personal_consumption_score
Respondent_24,Aspect_0,personal_consumption_score,RATES,5.0,personal_consumption_score
Respondent_25,Aspect_0,personal_consumption_score,RATES,3.0,personal_consumption_score
Respondent_26,Aspect_0,personal_consumption_score,RATES,3.0,personal_consumption_score
Respondent_27,Aspect_0,personal_consumption_score,RATES,5.0,personal_consumption_score
Respondent_28,Aspect_0,personal_consumption_score,RATES,2.0,personal_consumption_score
Respondent_29,Aspect_0,personal_consumption_score,RATES,5.0,personal_consumption_score
Respondent_30,Aspect_0,personal_consumption_score,RATES,4.0,personal_consumption_score
Respondent_31,Aspect_0,personal_consumption_score,RATES,3.0,personal_consumption_score
Respondent_32,Aspect_0,personal_consumption_score,RATES,1.0,personal_consumption_score
Respondent_33,Aspect_0,personal_consumption_score,RATES,5.0,personal_consumption_score
Respondent_34,Aspect_0,personal_consumption_score,RATES,3.0,personal_consumption_score
Respondent_35,Aspect_0,personal_consumption_score,RATES,5.0,personal_consumption_score
Respondent_36,Aspect_0,personal_consumption_score,RATES,3.0,personal_consumption_score
Respondent_37,Aspect_0,personal_consumption_score,RATES,4.0,personal_consumption_score
Respondent_38,Aspect_0,personal_consumption_score,RATES,2.0,personal_consumption_score
Respondent_39,Aspect_0,personal_consumption_score,RATES,3.0,personal_consumption_score
Respondent_40,Aspect_0,personal_consumption_score,RATES,3.0,personal_consumption_score
Respondent_41,Aspect_0,personal_consumption_score,RATES,5.0,personal_consumption_score
Respondent_42,Aspect_0,personal_consumption_score,RATES,5.0,personal_consumption_score
Respondent_43,Aspect_0,personal_consumption_score,RATES,2.0,personal_consumption_score
Respondent_44,Aspect_0,personal_consumption_score,RATES,1.0,personal_consumption_score
Respondent_45,Aspect_0,personal_consumption_score,RATES,3.0,personal_consumption_score
Respondent_46,Aspect_0,personal_consumption_score,RATES,3.0,personal_consumption_score
Respondent_47,Aspect_0,personal_consumption_score,RATES,3.0,personal_consumption_score
Respondent_48,Aspect_0,personal_consumption_score,RATES,3.0,personal_consumption_score
Respondent_49,Aspect_0,personal_consumption_score,RATES,5.0,personal_consumption_score
Respondent_50,Aspect_0,personal_consumption_score,RATES,3.0,personal_consumption_score
Respondent_51,Aspect_0,personal_consumption_score,RATES,2.0,personal_consumption_score
Respondent_52,Aspect_0,personal_consumption_score,RATES,4.0,personal_consumption_score
Respondent_53,Aspect_0,personal_consumption_score,RATES,3.0,personal_consumption_score
Respondent_54,Aspect_0,personal_consumption_score,RATES,3.0,personal_consumption_score
Respondent_55,Aspect_0,personal_consumption_score,RATES,4.0,personal_consumption_score
Respondent_56,Aspect_0,personal_consumption_score,RATES,5.0,personal_consumption_score
Respondent_57,Aspect_0,personal_consumption_score,RATES,3.0,personal_consumption_score
Respondent_58,Aspect_0,personal_consumption_score,RATES,3.0,personal_consumption_score
Respondent_59,Aspect_0,personal_consumption_score,RATES,2.0,personal_consumption_score
Respondent_60,Aspect_0,personal_consumption_score,RATES,3.0,personal_consumption_score
Respondent_61,Aspect_0,personal_consumption_score,RATES,1.0,personal_consumption_score
Respondent_62,Aspect_0,personal_consumption_score,RATES,3.0,personal_consumption_score
Respondent_63,Aspect_0,personal_consumption_score,RATES,3.0,personal_consumption_score
Respondent_64,Aspect_0,personal_consumption_score,RATES,2.0,personal_consumption_score
Respondent_65,Aspect_0,personal_consumption_score,RATES,4.0,personal_consumption_score
Respondent_66,Aspect_0,personal_consumption_score,RATES,3.0,personal_consumption_score
Respondent_67,Aspect_0,personal_consumption_score,RATES,1.0,personal_consumption_score
Respondent_68,Aspect_0,personal_consumption_score,RATES,3.0,personal_consumption_score
Respondent_69,Aspect_0,personal_consumption_score,RATES,4.0,personal_consumption_score
Respondent_70,Aspect_0,personal_consumption_score,RATES,3.0,personal_consumption_score
Respondent_0,Aspect_1,trend_consumption_score,RATES,1.0,trend_consumption_score
Respondent_1,Aspect_1,trend_consumption_score,RATES,4.0,trend_consumption_score
Respondent_2,Aspect_1,trend_consumption_score,RATES,2.0,trend_consumption_score
Respondent_3,Aspect_1,trend_consumption_score,RATES,3.0,trend_consumption_score
Respondent_4,Aspect_1,trend_consumption_score,RATES,4.0,trend_consumption_score
Respondent_5,Aspect_1,trend_consumption_score,RATES,5.0,trend_consumption_score
Respondent_6,Aspect_1,trend_consumption_score,RATES,3.0,trend_consumption_score
Respondent_7,Aspect_1,trend_consumption_score,RATES,2.0,trend_consumption_score
Respondent_8,Aspect_1,trend_consumption_score,RATES,4.0,trend_consumption_score
Respondent_9,Aspect_1,trend_consumption_score,RATES,3.0,trend_consumption_score
Respondent_10,Aspect_1,trend_consumption_score,RATES,3.0,trend_consumption_score
Respondent_11,Aspect_1,trend_consumption_score,RATES,4.0,trend_consumption_score
Respondent_12,Aspect_1,trend_consumption_score,RATES,2.0,trend_consumption_score
Respondent_13,Aspect_1,trend_consumption_score,RATES,5.0,trend_consumption_score
Respondent_14,Aspect_1,trend_consumption_score,RATES,1.0,trend_consumption_score
Respondent_15,Aspect_1,trend_consumption_score,RATES,4.0,trend_consumption_score
Respondent_16,Aspect_1,trend_consumption_score,RATES,3.0,trend_consumption_score
Respondent_17,Aspect_1,trend_consumption_score,RATES,4.0,trend_consumption_score
Respondent_18,Aspect_1,trend_consumption_score,RATES,5.0,trend_consumption_score
Respondent_19,Aspect_1,trend_consumption_score,RATES,3.0,trend_consumption_score
Respondent_20,Aspect_1,trend_consumption_score,RATES,4.0,trend_consumption_score
Respondent_21,Aspect_1,trend_consumption_score,RATES,3.0,trend_consumption_score
Respondent_22,Aspect_1,trend_consumption_score,RATES,4.0,trend_consumption_score
Respondent_23,Aspect_1,trend_consumption_score,RATES,4.0,trend_consumption_score
Respondent_24,Aspect_1,trend_consumption_score,RATES,5.0,trend_consumption_score
Respondent_25,Aspect_1,trend_consumption_score,RATES,2.0,trend_consumption_score
Respondent_26,Aspect_1,trend_consumption_score,RATES,3.0,trend_consumption_score
Respondent_27,Aspect_1,trend_consumption_score,RATES,5.0,trend_consumption_score
Respondent_28,Aspect_1,trend_consumption_score,RATES,4.0,trend_consumption_score
Respondent_29,Aspect_1,trend_consumption_score,RATES,3.0,trend_consumption_score
Respondent_30,Aspect_1,trend_consumption_score,RATES,4.0,trend_consumption_score
Respondent_31,Aspect_1,trend_consumption_score,RATES,4.0,trend_consumption_score
Respondent_32,Aspect_1,trend_consumption_score,RATES,2.0,trend_consumption_score
Respondent_33,Aspect_1,trend_consumption_score,RATES,5.0,trend_consumption_score
Respondent_34,Aspect_1,trend_consumption_score,RATES,3.0,trend_consumption_score
Respondent_35,Aspect_1,trend_consumption_score,RATES,5.0,trend_consumption_score
Respondent_36,Aspect_1,trend_consumption_score,RATES,2.0,trend_consumption_score
Respondent_37,Aspect_1,trend_consumption_score,RATES,3.0,trend_consumption_score
Respondent_38,Aspect_1,trend_consumption_score,RATES,2.0,trend_consumption_score
Respondent_39,Aspect_1,trend_consumption_score,RATES,4.0,trend_consumption_score
Respondent_40,Aspect_1,trend_consumption_score,RATES,3.0,trend_consumption_score
Respondent_41,Aspect_1,trend_consumption_score,RATES,5.0,trend_consumption_score
Respondent_42,Aspect_1,trend_consumption_score,RATES,5.0,trend_consumption_score
Respondent_43,Aspect_1,trend_consumption_score,RATES,2.0,trend_consumption_score
Respondent_44,Aspect_1,trend_consumption_score,RATES,3.0,trend_consumption_score
Respondent_45,Aspect_1,trend_consumption_score,RATES,3.0,trend_consumption_score
Respondent_46,Aspect_1,trend_consumption_score,RATES,3.0,trend_consumption_score
Respondent_47,Aspect_1,trend_consumption_score,RATES,5.0,trend_consumption_score
Respondent_48,Aspect_1,trend_consumption_score,RATES,4.0,trend_consumption_score
Respondent_49,Aspect_1,trend_consumption_score,RATES,5.0,trend_consumption_score
Respondent_50,Aspect_1,trend_consumption_score,RATES,4.0,trend_consumption_score
Respondent_51,Aspect_1,trend_consumption_score,RATES,3.0,trend_consumption_score
Respondent_52,Aspect_1,trend_consumption_score,RATES,3.0,trend_consumption_score
Respondent_53,Aspect_1,trend_consumption_score,RATES,3.0,trend_consumption_score
Respondent_54,Aspect_1,trend_consumption_score,RATES,2.0,trend_consumption_score
Respondent_55,Aspect_1,trend_consumption_score,RATES,4.0,trend_consumption_score
Respondent_56,Aspect_1,trend_consumption_score,RATES,5.0,trend_consumption_score
Respondent_57,Aspect_1,trend_consumption_score,RATES,3.0,trend_consumption_score
Respondent_58,Aspect_1,trend_consumption_score,RATES,4.0,trend_consumption_score
Respondent_59,Aspect_1,trend_consumption_score,RATES,5.0,trend_consumption_score
Respondent_60,Aspect_1,trend_consumption_score,RATES,3.0,trend_consumption_score
Respondent_61,Aspect_1,trend_consumption_score,RATES,5.0,trend_consumption_score
Respondent_62,Aspect_1,trend_consumption_score,RATES,3.0,trend_consumption_score
Respondent_63,Aspect_1,trend_consumption_score,RATES,3.0,trend_consumption_score
Respondent_64,Aspect_1,trend_consumption_score,RATES,3.0,trend_consumption_score
Respondent_65,Aspect_1,trend_consumption_score,RATES,4.0,trend_consumption_score
Respondent_66,Aspect_1,trend_consumption_score,RATES,4.0,trend_consumption_score
Respondent_67,Aspect_1,trend_consumption_score,RATES,1.0,trend_consumption_score
Respondent_68,Aspect_1,trend_consumption_score,RATES,3.0,trend_consumption_score
Respondent_69,Aspect_1,trend_consumption_score,RATES,3.0,trend_consumption_score
Respondent_70,Aspect_1,trend_consumption_score,RATES,4.0,trend_consumption_score
Respondent_0,Aspect_2,fashion_consumption_score,RATES,5.0,fashion_consumption_score
Respondent_1,Aspect_2,fashion_consumption_score,RATES,5.0,fashion_consumption_score
Respondent_2,Aspect_2,fashion_consumption_score,RATES,2.0,fashion_consumption_score
Respondent_3,Aspect_2,fashion_consumption_score,RATES,3.0,fashion_consumption_score
Respondent_4,Aspect_2,fashion_consumption_score,RATES,4.0,fashion_consumption_score
Respondent_5,Aspect_2,fashion_consumption_score,RATES,5.0,fashion_consumption_score
Respondent_6,Aspect_2,fashion_consumption_score,RATES,5.0,fashion_consumption_score
Respondent_7,Aspect_2,fashion_consumption_score,RATES,2.0,fashion_consumption_score
Respondent_8,Aspect_2,fashion_consumption_score,RATES,4.0,fashion_consumption_score
Respondent_9,Aspect_2,fashion_consumption_score,RATES,3.0,fashion_consumption_score
Respondent_10,Aspect_2,fashion_consumption_score,RATES,3.0,fashion_consumption_score
Respondent_11,Aspect_2,fashion_consumption_score,RATES,1.0,fashion_consumption_score
Respondent_12,Aspect_2,fashion_consumption_score,RATES,2.0,fashion_consumption_score
Respondent_13,Aspect_2,fashion_consumption_score,RATES,5.0,fashion_consumption_score
Respondent_14,Aspect_2,fashion_consumption_score,RATES,4.0,fashion_consumption_score
Respondent_15,Aspect_2,fashion_consumption_score,RATES,5.0,fashion_consumption_score
Respondent_16,Aspect_2,fashion_consumption_score,RATES,2.0,fashion_consumption_score
Respondent_17,Aspect_2,fashion_consumption_score,RATES,3.0,fashion_consumption_score
Respondent_18,Aspect_2,fashion_consumption_score,RATES,5.0,fashion_consumption_score
Respondent_19,Aspect_2,fashion_consumption_score,RATES,4.0,fashion_consumption_score
Respondent_20,Aspect_2,fashion_consumption_score,RATES,4.0,fashion_consumption_score
Respondent_21,Aspect_2,fashion_consumption_score,RATES,5.0,fashion_consumption_score
Respondent_22,Aspect_2,fashion_consumption_score,RATES,5.0,fashion_consumption_score
Respondent_23,Aspect_2,fashion_consumption_score,RATES,5.0,fashion_consumption_score
Respondent_24,Aspect_2,fashion_consumption_score,RATES,5.0,fashion_consumption_score
Respondent_25,Aspect_2,fashion_consumption_score,RATES,2.0,fashion_consumption_score
Respondent_26,Aspect_2,fashion_consumption_score,RATES,5.0,fashion_consumption_score
Respondent_27,Aspect_2,fashion_consumption_score,RATES,5.0,fashion_consumption_score
Respondent_28,Aspect_2,fashion_consumption_score,RATES,4.0,fashion_consumption_score
Respondent_29,Aspect_2,fashion_consumption_score,RATES,5.0,fashion_consumption_score
Respondent_30,Aspect_2,fashion_consumption_score,RATES,5.0,fashion_consumption_score
Respondent_31,Aspect_2,fashion_consumption_score,RATES,4.0,fashion_consumption_score
Respondent_32,Aspect_2,fashion_consumption_score,RATES,4.0,fashion_consumption_score
Respondent_33,Aspect_2,fashion_consumption_score,RATES,5.0,fashion_consumption_score
Respondent_34,Aspect_2,fashion_consumption_score,RATES,3.0,fashion_consumption_score
Respondent_35,Aspect_2,fashion_consumption_score,RATES,5.0,fashion_consumption_score
Respondent_36,Aspect_2,fashion_consumption_score,RATES,2.0,fashion_consumption_score
Respondent_37,Aspect_2,fashion_consumption_score,RATES,5.0,fashion_consumption_score
Respondent_38,Aspect_2,fashion_consumption_score,RATES,4.0,fashion_consumption_score
Respondent_39,Aspect_2,fashion_consumption_score,RATES,4.0,fashion_consumption_score
Respondent_40,Aspect_2,fashion_consumption_score,RATES,3.0,fashion_consumption_score
Respondent_41,Aspect_2,fashion_consumption_score,RATES,5.0,fashion_consumption_score
Respondent_42,Aspect_2,fashion_consumption_score,RATES,5.0,fashion_consumption_score
Respondent_43,Aspect_2,fashion_consumption_score,RATES,2.0,fashion_consumption_score
Respondent_44,Aspect_2,fashion_consumption_score,RATES,1.0,fashion_consumption_score
Respondent_45,Aspect_2,fashion_consumption_score,RATES,3.0,fashion_consumption_score
Respondent_46,Aspect_2,fashion_consumption_score,RATES,4.0,fashion_consumption_score
Respondent_47,Aspect_2,fashion_consumption_score,RATES,5.0,fashion_consumption_score
Respondent_48,Aspect_2,fashion_consumption_score,RATES,4.0,fashion_consumption_score
Respondent_49,Aspect_2,fashion_consumption_score,RATES,3.0,fashion_consumption_score
Respondent_50,Aspect_2,fashion_consumption_score,RATES,5.0,fashion_consumption_score
Respondent_51,Aspect_2,fashion_consumption_score,RATES,5.0,fashion_consumption_score
Respondent_52,Aspect_2,fashion_consumption_score,RATES,3.0,fashion_consumption_score
Respondent_53,Aspect_2,fashion_consumption_score,RATES,4.0,fashion_consumption_score
Respondent_54,Aspect_2,fashion_consumption_score,RATES,5.0,fashion_consumption_score
Respondent_55,Aspect_2,fashion_consumption_score,RATES,5.0,fashion_consumption_score
Respondent_56,Aspect_2,fashion_consumption_score,RATES,5.0,fashion_consumption_score
Respondent_57,Aspect_2,fashion_consumption_score,RATES,4.0,fashion_consumption_score
Respondent_58,Aspect_2,fashion_consumption_score,RATES,4.0,fashion_consumption_score
Respondent_59,Aspect_2,fashion_consumption_score,RATES,5.0,fashion_consumption_score
Respondent_60,Aspect_2,fashion_consumption_score,RATES,3.0,fashion_consumption_score
Respondent_61,Aspect_2,fashion_consumption_score,RATES,5.0,fashion_consumption_score
Respondent_62,Aspect_2,fashion_consumption_score,RATES,5.0,fashion_consumption_score
Respondent_63,Aspect_2,fashion_consumption_score,RATES,3.0,fashion_consumption_score
Respondent_64,Aspect_2,fashion_consumption_score,RATES,3.0,fashion_consumption_score
Respondent_65,Aspect_2,fashion_consumption_score,RATES,3.0,fashion_consumption_score
Respondent_66,Aspect_2,fashion_consumption_score,RATES,2.0,fashion_consumption_score
Respondent_67,Aspect_2,fashion_consumption_score,RATES,1.0,fashion_consumption_score
Respondent_68,Aspect_2,fashion_consumption_score,RATES,4.0,fashion_consumption_score
Respondent_69,Aspect_2,fashion_consumption_score,RATES,3.0,fashion_consumption_score
Respondent_70,Aspect_2,fashion_consumption_score,RATES,2.0,fashion_consumption_score
Respondent_0,Aspect_3,quality_consumption_score,RATES,3.0,quality_consumption_score
Respondent_1,Aspect_3,quality_consumption_score,RATES,2.0,quality_consumption_score
Respondent_2,Aspect_3,quality_consumption_score,RATES,4.0,quality_consumption_score
Respondent_3,Aspect_3,quality_consumption_score,RATES,3.0,quality_consumption_score
Respondent_4,Aspect_3,quality_consumption_score,RATES,2.0,quality_consumption_score
Respondent_5,Aspect_3,quality_consumption_score,RATES,1.0,quality_consumption_score
Respondent_6,Aspect_3,quality_consumption_score,RATES,5.0,quality_consumption_score
Respondent_7,Aspect_3,quality_consumption_score,RATES,1.0,quality_consumption_score
Respondent_8,Aspect_3,quality_consumption_score,RATES,4.0,quality_consumption_score
Respondent_9,Aspect_3,quality_consumption_score,RATES,3.0,quality_consumption_score
Respondent_10,Aspect_3,quality_consumption_score,RATES,3.0,quality_consumption_score
Respondent_11,Aspect_3,quality_consumption_score,RATES,4.0,quality_consumption_score
Respondent_12,Aspect_3,quality_consumption_score,RATES,4.0,quality_consumption_score
Respondent_13,Aspect_3,quality_consumption_score,RATES,5.0,quality_consumption_score
Respondent_14,Aspect_3,quality_consumption_score,RATES,2.0,quality_consumption_score
Respondent_15,Aspect_3,quality_consumption_score,RATES,2.0,quality_consumption_score
Respondent_16,Aspect_3,quality_consumption_score,RATES,1.0,quality_consumption_score
Respondent_17,Aspect_3,quality_consumption_score,RATES,2.0,quality_consumption_score
Respondent_18,Aspect_3,quality_consumption_score,RATES,4.0,quality_consumption_score
Respondent_19,Aspect_3,quality_consumption_score,RATES,2.0,quality_consumption_score
Respondent_20,Aspect_3,quality_consumption_score,RATES,3.0,quality_consumption_score
Respondent_21,Aspect_3,quality_consumption_score,RATES,3.0,quality_consumption_score
Respondent_22,Aspect_3,quality_consumption_score,RATES,5.0,quality_consumption_score
Respondent_23,Aspect_3,quality_consumption_score,RATES,5.0,quality_consumption_score
Respondent_24,Aspect_3,quality_consumption_score,RATES,5.0,quality_consumption_score
Respondent_25,Aspect_3,quality_consumption_score,RATES,2.0,quality_consumption_score
Respondent_26,Aspect_3,quality_consumption_score,RATES,3.0,quality_consumption_score
Respondent_27,Aspect_3,quality_consumption_score,RATES,5.0,quality_consumption_score
Respondent_28,Aspect_3,quality_consumption_score,RATES,4.0,quality_consumption_score
Respondent_29,Aspect_3,quality_consumption_score,RATES,5.0,quality_consumption_score
Respondent_30,Aspect_3,quality_consumption_score,RATES,3.0,quality_consumption_score
Respondent_31,Aspect_3,quality_consumption_score,RATES,2.0,quality_consumption_score
Respondent_32,Aspect_3,quality_consumption_score,RATES,3.0,quality_consumption_score
Respondent_33,Aspect_3,quality_consumption_score,RATES,5.0,quality_consumption_score
Respondent_34,Aspect_3,quality_consumption_score,RATES,1.0,quality_consumption_score
Respondent_35,Aspect_3,quality_consumption_score,RATES,5.0,quality_consumption_score
Respondent_36,Aspect_3,quality_consumption_score,RATES,2.0,quality_consumption_score
Respondent_37,Aspect_3,quality_consumption_score,RATES,4.0,quality_consumption_score
Respondent_38,Aspect_3,quality_consumption_score,RATES,2.0,quality_consumption_score
Respondent_39,Aspect_3,quality_consumption_score,RATES,2.0,quality_consumption_score
Respondent_40,Aspect_3,quality_consumption_score,RATES,5.0,quality_consumption_score
Respondent_41,Aspect_3,quality_consumption_score,RATES,5.0,quality_consumption_score
Respondent_42,Aspect_3,quality_consumption_score,RATES,5.0,quality_consumption_score
Respondent_43,Aspect_3,quality_consumption_score,RATES,1.0,quality_consumption_score
Respondent_44,Aspect_3,quality_consumption_score,RATES,1.0,quality_consumption_score
Respondent_45,Aspect_3,quality_consumption_score,RATES,3.0,quality_consumption_score
Respondent_46,Aspect_3,quality_consumption_score,RATES,4.0,quality_consumption_score
Respondent_47,Aspect_3,quality_consumption_score,RATES,1.0,quality_consumption_score
Respondent_48,Aspect_3,quality_consumption_score,RATES,5.0,quality_consumption_score
Respondent_49,Aspect_3,quality_consumption_score,RATES,1.0,quality_consumption_score
Respondent_50,Aspect_3,quality_consumption_score,RATES,2.0,quality_consumption_score
Respondent_51,Aspect_3,quality_consumption_score,RATES,4.0,quality_consumption_score
Respondent_52,Aspect_3,quality_consumption_score,RATES,3.0,quality_consumption_score
Respondent_53,Aspect_3,quality_consumption_score,RATES,3.0,quality_consumption_score
Respondent_54,Aspect_3,quality_consumption_score,RATES,1.0,quality_consumption_score
Respondent_55,Aspect_3,quality_consumption_score,RATES,2.0,quality_consumption_score
Respondent_56,Aspect_3,quality_consumption_score,RATES,2.0,quality_consumption_score
Respondent_57,Aspect_3,quality_consumption_score,RATES,3.0,quality_consumption_score
Respondent_58,Aspect_3,quality_consumption_score,RATES,3.0,quality_consumption_score
Respondent_59,Aspect_3,quality_consumption_score,RATES,5.0,quality_consumption_score
Respondent_60,Aspect_3,quality_consumption_score,RATES,3.0,quality_consumption_score
Respondent_61,Aspect_3,quality_consumption_score,RATES,1.0,quality_consumption_score
Respondent_62,Aspect_3,quality_consumption_score,RATES,2.0,quality_consumption_score
Respondent_63,Aspect_3,quality_consumption_score,RATES,3.0,quality_consumption_score
Respondent_64,Aspect_3,quality_consumption_score,RATES,2.0,quality_consumption_score
Respondent_65,Aspect_3,quality_consumption_score,RATES,3.0,quality_consumption_score
Respondent_66,Aspect_3,quality_consumption_score,RATES,2.0,quality_consumption_score
Respondent_67,Aspect_3,quality_consumption_score,RATES,1.0,quality_consumption_score
Respondent_68,Aspect_3,quality_consumption_score,RATES,4.0,quality_consumption_score
Respondent_69,Aspect_3,quality_consumption_score,RATES,2.0,quality_consumption_score
Respondent_70,Aspect_3,quality_consumption_score,RATES,2.0,quality_consumption_score
Respondent_0,Aspect_4,appearance_design_score,RATES,9.0,appearance_design_score
Respondent_1,Aspect_4,appearance_design_score,RATES,8.0,appearance_design_score
Respondent_2,Aspect_4,appearance_design_score,RATES,7.0,appearance_design_score
Respondent_3,Aspect_4,appearance_design_score,RATES,8.0,appearance_design_score
Respondent_4,Aspect_4,appearance_design_score,RATES,8.0,appearance_design_score
Respondent_5,Aspect_4,appearance_design_score,RATES,6.0,appearance_design_score
Respondent_6,Aspect_4,appearance_design_score,RATES,9.0,appearance_design_score
Respondent_7,Aspect_4,appearance_design_score,RATES,8.0,appearance_design_score
Respondent_8,Aspect_4,appearance_design_score,RATES,7.0,appearance_design_score
Respondent_9,Aspect_4,appearance_design_score,RATES,7.0,appearance_design_score
Respondent_10,Aspect_4,appearance_design_score,RATES,8.0,appearance_design_score
Respondent_11,Aspect_4,appearance_design_score,RATES,6.0,appearance_design_score
Respondent_12,Aspect_4,appearance_design_score,RATES,8.0,appearance_design_score
Respondent_13,Aspect_4,appearance_design_score,RATES,9.0,appearance_design_score
Respondent_14,Aspect_4,appearance_design_score,RATES,8.0,appearance_design_score
Respondent_15,Aspect_4,appearance_design_score,RATES,8.0,appearance_design_score
Respondent_16,Aspect_4,appearance_design_score,RATES,9.0,appearance_design_score
Respondent_17,Aspect_4,appearance_design_score,RATES,8.0,appearance_design_score
Respondent_18,Aspect_4,appearance_design_score,RATES,8.0,appearance_design_score
Respondent_19,Aspect_4,appearance_design_score,RATES,7.0,appearance_design_score
Respondent_20,Aspect_4,appearance_design_score,RATES,8.0,appearance_design_score
Respondent_21,Aspect_4,appearance_design_score,RATES,8.0,appearance_design_score
